COU,Country,IND,Indicator,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2000,2000,1,RATIOS,0,Units,,,78.53522831,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2000-Q1,Q1-2000,1,RATIOS,0,Units,,,79.10823095,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2000-Q2,Q2-2000,1,RATIOS,0,Units,,,78.89587451,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2000-Q3,Q3-2000,1,RATIOS,0,Units,,,78.32906902,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2000-Q4,Q4-2000,1,RATIOS,0,Units,,,77.80773875,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2001,2001,1,RATIOS,0,Units,,,79.67432911,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2001-Q1,Q1-2001,1,RATIOS,0,Units,,,77.67244008,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2001-Q2,Q2-2001,1,RATIOS,0,Units,,,80.36140512,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2001-Q3,Q3-2001,1,RATIOS,0,Units,,,80.03385324,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2001-Q4,Q4-2001,1,RATIOS,0,Units,,,80.62961802,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2002,2002,1,RATIOS,0,Units,,,83.46904367,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2002-Q1,Q1-2002,1,RATIOS,0,Units,,,80.78207259,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2002-Q2,Q2-2002,1,RATIOS,0,Units,,,83.59775639,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2002-Q3,Q3-2002,1,RATIOS,0,Units,,,84.40605485,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2002-Q4,Q4-2002,1,RATIOS,0,Units,,,85.09029084,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2003,2003,1,RATIOS,0,Units,,,88.13165337,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2003-Q1,Q1-2003,1,RATIOS,0,Units,,,86.50987463,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2003-Q2,Q2-2003,1,RATIOS,0,Units,,,86.85181135,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2003-Q3,Q3-2003,1,RATIOS,0,Units,,,88.7858402,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2003-Q4,Q4-2003,1,RATIOS,0,Units,,,90.3790873,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2004,2004,1,RATIOS,0,Units,,,91.55625187,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2004-Q1,Q1-2004,1,RATIOS,0,Units,,,91.07453095,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2004-Q2,Q2-2004,1,RATIOS,0,Units,,,90.91408032,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2004-Q3,Q3-2004,1,RATIOS,0,Units,,,91.73224273,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2004-Q4,Q4-2004,1,RATIOS,0,Units,,,92.50415348,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2005,2005,1,RATIOS,0,Units,,,95.54111244,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2005-Q1,Q1-2005,1,RATIOS,0,Units,,,95.1923845,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2005-Q2,Q2-2005,1,RATIOS,0,Units,,,94.99152511,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2005-Q3,Q3-2005,1,RATIOS,0,Units,,,95.1018963,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2005-Q4,Q4-2005,1,RATIOS,0,Units,,,96.87864386,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2006,2006,1,RATIOS,0,Units,,,101.3055083,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2006-Q1,Q1-2006,1,RATIOS,0,Units,,,97.06134244,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2006-Q2,Q2-2006,1,RATIOS,0,Units,,,100.7121536,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2006-Q3,Q3-2006,1,RATIOS,0,Units,,,103.3454613,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2006-Q4,Q4-2006,1,RATIOS,0,Units,,,104.1030759,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2007,2007,1,RATIOS,0,Units,,,108.7526718,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2007-Q1,Q1-2007,1,RATIOS,0,Units,,,103.6583881,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2007-Q2,Q2-2007,1,RATIOS,0,Units,,,109.1654663,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2007-Q3,Q3-2007,1,RATIOS,0,Units,,,111.0627628,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2007-Q4,Q4-2007,1,RATIOS,0,Units,,,111.1240701,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2008,2008,1,RATIOS,0,Units,,,108.9576189,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2008-Q1,Q1-2008,1,RATIOS,0,Units,,,110.7941918,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2008-Q2,Q2-2008,1,RATIOS,0,Units,,,110.3056317,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2008-Q3,Q3-2008,1,RATIOS,0,Units,,,108.4149188,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2008-Q4,Q4-2008,1,RATIOS,0,Units,,,106.3157333,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2009,2009,1,RATIOS,0,Units,,,106.1451383,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2009-Q1,Q1-2009,1,RATIOS,0,Units,,,104.5693273,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2009-Q2,Q2-2009,1,RATIOS,0,Units,,,103.7861297,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2009-Q3,Q3-2009,1,RATIOS,0,Units,,,106.2229329,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2009-Q4,Q4-2009,1,RATIOS,0,Units,,,110.0021634,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2010,2010,1,RATIOS,0,Units,,,111.4301076,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2010-Q1,Q1-2010,1,RATIOS,0,Units,,,110.5426539,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2010-Q2,Q2-2010,1,RATIOS,0,Units,,,113.5371218,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2010-Q3,Q3-2010,1,RATIOS,0,Units,,,111.2763946,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2010-Q4,Q4-2010,1,RATIOS,0,Units,,,110.36426,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2011,2011,1,RATIOS,0,Units,,,113.4224108,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2011-Q1,Q1-2011,1,RATIOS,0,Units,,,111.6932547,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2011-Q2,Q2-2011,1,RATIOS,0,Units,,,113.1156573,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2011-Q3,Q3-2011,1,RATIOS,0,Units,,,114.4000471,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2011-Q4,Q4-2011,1,RATIOS,0,Units,,,114.4806841,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2012,2012,1,RATIOS,0,Units,,,115.3574026,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2012-Q1,Q1-2012,1,RATIOS,0,Units,,,114.8381895,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2012-Q2,Q2-2012,1,RATIOS,0,Units,,,116.0327469,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2012-Q3,Q3-2012,1,RATIOS,0,Units,,,115.3595475,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2012-Q4,Q4-2012,1,RATIOS,0,Units,,,115.1991264,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2013,2013,1,RATIOS,0,Units,,,115.0252534,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2013-Q1,Q1-2013,1,RATIOS,0,Units,,,114.0764581,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2013-Q2,Q2-2013,1,RATIOS,0,Units,,,114.8334134,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2013-Q3,Q3-2013,1,RATIOS,0,Units,,,115.1705641,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2013-Q4,Q4-2013,1,RATIOS,0,Units,,,116.0205781,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2014,2014,1,RATIOS,0,Units,,,118.4806493,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2014-Q1,Q1-2014,1,RATIOS,0,Units,,,118.0861608,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2014-Q2,Q2-2014,1,RATIOS,0,Units,,,117.7939322,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2014-Q3,Q3-2014,1,RATIOS,0,Units,,,118.4110445,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2014-Q4,Q4-2014,1,RATIOS,0,Units,,,119.6314595,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2015,2015,1,RATIOS,0,Units,,,121.0477624,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2015-Q1,Q1-2015,1,RATIOS,0,Units,,,119.3521074,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2015-Q2,Q2-2015,1,RATIOS,0,Units,,,119.3577466,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2015-Q3,Q3-2015,1,RATIOS,0,Units,,,121.2495332,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2015-Q4,Q4-2015,1,RATIOS,0,Units,,,124.2316623,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2016,2016,1,RATIOS,0,Units,,,135.0558318,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2016-Q1,Q1-2016,1,RATIOS,0,Units,,,130.7639732,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2016-Q2,Q2-2016,1,RATIOS,0,Units,,,133.1085059,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2016-Q3,Q3-2016,1,RATIOS,0,Units,,,136.9194442,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2016-Q4,Q4-2016,1,RATIOS,0,Units,,,139.431404,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2017,2017,1,RATIOS,0,Units,,,145.8952575,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2017-Q1,Q1-2017,1,RATIOS,0,Units,,,143.4223854,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2017-Q2,Q2-2017,1,RATIOS,0,Units,,,147.5926073,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2017-Q3,Q3-2017,1,RATIOS,0,Units,,,146.4594924,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2017-Q4,Q4-2017,1,RATIOS,0,Units,,,146.106545,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2018,2018,1,RATIOS,0,Units,,,149.2274743,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2018-Q1,Q1-2018,1,RATIOS,0,Units,,,147.9298786,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2018-Q2,Q2-2018,1,RATIOS,0,Units,,,149.7601361,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2018-Q3,Q3-2018,1,RATIOS,0,Units,,,149.9808022,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2018-Q4,Q4-2018,1,RATIOS,0,Units,,,149.2390801,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2019,2019,1,RATIOS,0,Units,,,146.3545644,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2019-Q1,Q1-2019,1,RATIOS,0,Units,,,148.3644495,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2019-Q2,Q2-2019,1,RATIOS,0,Units,,,145.1768174,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2019-Q3,Q3-2019,1,RATIOS,0,Units,,,145.8129844,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2019-Q4,Q4-2019,1,RATIOS,0,Units,,,146.0640063,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2020,2020,1,RATIOS,0,Units,,,146.9266269,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2020-Q1,Q1-2020,1,RATIOS,0,Units,,,148.2893962,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2020-Q2,Q2-2020,1,RATIOS,0,Units,,,138.2006967,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2020-Q3,Q3-2020,1,RATIOS,0,Units,,,146.8173055,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2020-Q4,Q4-2020,1,RATIOS,0,Units,,,154.3991091,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2021,2021,1,RATIOS,0,Units,,,162.9415471,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2021-Q1,Q1-2021,1,RATIOS,0,Units,,,152.8487837,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2021-Q2,Q2-2021,1,RATIOS,0,Units,,,160.8517893,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2021-Q3,Q3-2021,1,RATIOS,0,Units,,,166.2981113,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2021-Q4,Q4-2021,1,RATIOS,0,Units,,,171.7675041,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2022-Q1,Q1-2022,1,RATIOS,0,Units,,,173.9399487,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2022-Q2,Q2-2022,1,RATIOS,0,Units,,,180.7860019,,
CAN,Canada,HPI_YDH_AVG,Standardised price-income ratio,2022-Q3,Q3-2022,1,RATIOS,0,Units,,,173.6587068,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2005,2005,IDX,Index,0,Units,,,91.22955785,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2005-Q1,Q1-2005,IDX,Index,0,Units,,,89.94411957,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2005-Q2,Q2-2005,IDX,Index,0,Units,,,91.02249257,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2005-Q3,Q3-2005,IDX,Index,0,Units,,,91.80059121,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2005-Q4,Q4-2005,IDX,Index,0,Units,,,92.15102807,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2006,2006,IDX,Index,0,Units,,,93.04779795,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2006-Q1,Q1-2006,IDX,Index,0,Units,,,92.71782168,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2006-Q2,Q2-2006,IDX,Index,0,Units,,,92.82722351,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2006-Q3,Q3-2006,IDX,Index,0,Units,,,93.04003724,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2006-Q4,Q4-2006,IDX,Index,0,Units,,,93.60610937,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2007,2007,IDX,Index,0,Units,,,95.05478162,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2007-Q1,Q1-2007,IDX,Index,0,Units,,,94.29841531,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2007-Q2,Q2-2007,IDX,Index,0,Units,,,95.51356901,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2007-Q3,Q3-2007,IDX,Index,0,Units,,,95.50730101,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2007-Q4,Q4-2007,IDX,Index,0,Units,,,94.89984114,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2008,2008,IDX,Index,0,Units,,,95.58811479,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2008-Q1,Q1-2008,IDX,Index,0,Units,,,94.68133887,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2008-Q2,Q2-2008,IDX,Index,0,Units,,,94.93245446,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2008-Q3,Q3-2008,IDX,Index,0,Units,,,96.60156581,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2008-Q4,Q4-2008,IDX,Index,0,Units,,,96.13710004,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2009,2009,IDX,Index,0,Units,,,97.41881351,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2009-Q1,Q1-2009,IDX,Index,0,Units,,,96.30505776,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2009-Q2,Q2-2009,IDX,Index,0,Units,,,97.75799532,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2009-Q3,Q3-2009,IDX,Index,0,Units,,,97.70191201,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2009-Q4,Q4-2009,IDX,Index,0,Units,,,97.91028895,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2010,2010,IDX,Index,0,Units,,,95.22555588,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2010-Q1,Q1-2010,IDX,Index,0,Units,,,96.07091879,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2010-Q2,Q2-2010,IDX,Index,0,Units,,,94.91030854,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2010-Q3,Q3-2010,IDX,Index,0,Units,,,94.64134829,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2010-Q4,Q4-2010,IDX,Index,0,Units,,,95.27964791,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2011,2011,IDX,Index,0,Units,,,95.69768559,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2011-Q1,Q1-2011,IDX,Index,0,Units,,,95.34076351,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2011-Q2,Q2-2011,IDX,Index,0,Units,,,96.11709085,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2011-Q3,Q3-2011,IDX,Index,0,Units,,,95.94870993,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2011-Q4,Q4-2011,IDX,Index,0,Units,,,95.38417805,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2012,2012,IDX,Index,0,Units,,,93.80549133,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2012-Q1,Q1-2012,IDX,Index,0,Units,,,94.58695237,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2012-Q2,Q2-2012,IDX,Index,0,Units,,,93.595775,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2012-Q3,Q3-2012,IDX,Index,0,Units,,,93.34189948,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2012-Q4,Q4-2012,IDX,Index,0,Units,,,93.69733845,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2013,2013,IDX,Index,0,Units,,,94.94015265,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2013-Q1,Q1-2013,IDX,Index,0,Units,,,94.23542775,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2013-Q2,Q2-2013,IDX,Index,0,Units,,,94.76095812,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2013-Q3,Q3-2013,IDX,Index,0,Units,,,95.22106258,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2013-Q4,Q4-2013,IDX,Index,0,Units,,,95.54316214,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2014,2014,IDX,Index,0,Units,,,95.00674169,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2014-Q1,Q1-2014,IDX,Index,0,Units,,,95.16728842,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2014-Q2,Q2-2014,IDX,Index,0,Units,,,94.79677919,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2014-Q3,Q3-2014,IDX,Index,0,Units,,,94.5584736,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2014-Q4,Q4-2014,IDX,Index,0,Units,,,95.50442556,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2015,2015,IDX,Index,0,Units,,,100,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2015-Q1,Q1-2015,IDX,Index,0,Units,,,96.82924888,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2015-Q2,Q2-2015,IDX,Index,0,Units,,,99.72385054,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2015-Q3,Q3-2015,IDX,Index,0,Units,,,101.0955271,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2015-Q4,Q4-2015,IDX,Index,0,Units,,,102.3513735,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2016,2016,IDX,Index,0,Units,,,102.4687088,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2016-Q1,Q1-2016,IDX,Index,0,Units,,,102.6976647,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2016-Q2,Q2-2016,IDX,Index,0,Units,,,102.753707,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2016-Q3,Q3-2016,IDX,Index,0,Units,,,102.2419253,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2016-Q4,Q4-2016,IDX,Index,0,Units,,,102.1815382,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2017,2017,IDX,Index,0,Units,,,105.0867945,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2017-Q1,Q1-2017,IDX,Index,0,Units,,,102.9399891,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2017-Q2,Q2-2017,IDX,Index,0,Units,,,104.5480376,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2017-Q3,Q3-2017,IDX,Index,0,Units,,,106.0837678,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2017-Q4,Q4-2017,IDX,Index,0,Units,,,106.7753836,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2018,2018,IDX,Index,0,Units,,,110.1472425,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2018-Q1,Q1-2018,IDX,Index,0,Units,,,107.9835413,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2018-Q2,Q2-2018,IDX,Index,0,Units,,,109.0078959,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2018-Q3,Q3-2018,IDX,Index,0,Units,,,111.1586439,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2018-Q4,Q4-2018,IDX,Index,0,Units,,,112.4388889,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2019,2019,IDX,Index,0,Units,,,115.2733742,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2019-Q1,Q1-2019,IDX,Index,0,Units,,,113.9808623,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2019-Q2,Q2-2019,IDX,Index,0,Units,,,114.7445752,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2019-Q3,Q3-2019,IDX,Index,0,Units,,,115.400403,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2019-Q4,Q4-2019,IDX,Index,0,Units,,,116.9676563,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2020,2020,IDX,Index,0,Units,,,117.4513271,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2020-Q1,Q1-2020,IDX,Index,0,Units,,,117.7997068,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2020-Q2,Q2-2020,IDX,Index,0,Units,,,117.4682208,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2020-Q3,Q3-2020,IDX,Index,0,Units,,,116.2279782,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2020-Q4,Q4-2020,IDX,Index,0,Units,,,118.3094027,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2021,2021,IDX,Index,0,Units,,,118.505547,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2021-Q1,Q1-2021,IDX,Index,0,Units,,,118.3962885,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2021-Q2,Q2-2021,IDX,Index,0,Units,,,118.0552017,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2021-Q3,Q3-2021,IDX,Index,0,Units,,,118.9667302,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2021-Q4,Q4-2021,IDX,Index,0,Units,,,118.6039677,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2022-Q1,Q1-2022,IDX,Index,0,Units,,,117.6311838,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2022-Q2,Q2-2022,IDX,Index,0,Units,,,117.6291868,,
MEX,Mexico,RHP,"Real house price indices, s.a.",2022-Q3,Q3-2022,IDX,Index,0,Units,,,118.7702593,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2006,2006,IDX,Index,0,Units,,,125.8898219,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2006-Q1,Q1-2006,IDX,Index,0,Units,,,119.474879,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2006-Q2,Q2-2006,IDX,Index,0,Units,,,117.9141675,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2006-Q3,Q3-2006,IDX,Index,0,Units,,,126.8415202,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2006-Q4,Q4-2006,IDX,Index,0,Units,,,139.3287209,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2007,2007,IDX,Index,0,Units,,,150.3684068,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2007-Q1,Q1-2007,IDX,Index,0,Units,,,146.2040767,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2007-Q2,Q2-2007,IDX,Index,0,Units,,,149.8689499,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2007-Q3,Q3-2007,IDX,Index,0,Units,,,153.2972833,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2007-Q4,Q4-2007,IDX,Index,0,Units,,,152.1033173,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2008,2008,IDX,Index,0,Units,,,147.8010248,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2008-Q1,Q1-2008,IDX,Index,0,Units,,,153.9832237,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2008-Q2,Q2-2008,IDX,Index,0,Units,,,154.2053136,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2008-Q3,Q3-2008,IDX,Index,0,Units,,,147.352667,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2008-Q4,Q4-2008,IDX,Index,0,Units,,,135.6628949,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2009,2009,IDX,Index,0,Units,,,99.16501661,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2009-Q1,Q1-2009,IDX,Index,0,Units,,,107.0692734,,
LTU,Lithuania,RHP,"Real house price indices, s.a.",2009-Q2,Q2-2009,IDX,Index,0,Units,,,101.0899844,,
