Code3	Year	PriceIncomeRatio	RealPriceIndex
SWE	2002	84.49881266	48.08025127
SWE	2003	87.95430575	50.28509107
SWE	2004	94.83488192	54.72463936
SWE	2005	99.77346749	59.13104726
SWE	2006	106.3348847	65.9442133
SWE	2007	112.2227685	73.16592526
SWE	2008	107.6686636	71.93980708
SWE	2009	108.0611568	72.67844634
SWE	2010	112.5893515	77.45516043
SWE	2011	110.7663244	78.37519017
SWE	2012	107.8392399	78.91887327
SWE	2013	111.4233579	82.42469627
SWE	2014	119.2964308	89.27746633
SWE	2015	131.3415057	100.0
SWE	2016	137.8389028	107.3094988
SWE	2017	143.534321	112.4172334
SWE	2018	137.5511091	108.7180913
SWE	2019	136.2974548	109.1394169
SWE	2020	142.3549579	112.7380156
SWE	2021	150.1678987	121.8461103
TUR	2010		83.69019606
TUR	2011		83.22255427
TUR	2012		84.30071484
TUR	2013		88.51112034
TUR	2014		93.20960987
TUR	2015		100.0
TUR	2016		106.7693139
TUR	2017		105.8944732
TUR	2018		99.82972548
TUR	2019		91.12065371
TUR	2020		99.02378953
TUR	2021		112.1143275
USA	2000	95.35215515	86.33095259
USA	2001	98.28576995	90.46956464
USA	2002	101.3639687	95.5686001
USA	2003	104.9512687	100.7676658
USA	2004	109.4722285	107.5987343
USA	2005	117.2047114	115.535041
USA	2006	117.4664781	118.9423172
USA	2007	113.0893049	115.901043
USA	2008	100.3125536	103.359012
USA	2009	95.33545087	97.44363074
USA	2010	89.5879219	92.89223802
USA	2011	82.39180367	86.72085431
USA	2012	80.9681091	87.45141489
USA	2013	87.14890689	92.25289115
USA	2014	87.44542086	95.30767151
USA	2015	89.04808077	100.0
USA	2016	92.11378419	104.5539198
USA	2017	94.16357119	109.0108994
USA	2018	95.39044366	113.3231353
USA	2019	95.94160119	117.3112661
USA	2020	96.30162732	125.1792009
USA	2021	106.2791431	140.4979442
ZAF	2000	75.62750485	51.36918463
ZAF	2001	79.42156084	54.61327584
ZAF	2002	80.58624493	57.02871107
ZAF	2003	88.7226175	64.74627276
ZAF	2004	105.8397881	80.65372841
ZAF	2005	125.5444614	99.15427531
ZAF	2006	135.3918414	112.4947985
ZAF	2007	139.3971809	120.4649061
ZAF	2008	128.6394961	109.3514946
ZAF	2009	118.2785611	99.45096174
ZAF	2010	113.9046542	99.67367133
ZAF	2011	107.5419088	97.43546759
ZAF	2012	104.5154344	96.51796292
ZAF	2013	104.3168326	96.8279036
ZAF	2014	106.2509208	98.5240896
ZAF	2015	104.9989625	100.0
ZAF	2016	106.5621269	99.39504938
ZAF	2017	105.1995236	99.1724878
ZAF	2018	104.8474783	99.01157889
ZAF	2019	105.0853035	98.76024858
ZAF	2020		98.4110824
ZAF	2021		98.47902558
