Code3	Country	Year	PriceIncomeRatio	RealPriceIndex	PctGDP	PctTotalTax
SWE	Sweden	2017	143.534321	112.4172334	0.983	2.23
SWE	Sweden	2018	137.5511091	108.7180913	0.949	2.169
SWE	Sweden	2019	136.2974548	109.1394169	0.936	2.185
SWE	Sweden	2020	142.3549579	112.7380156	0.95	2.246
USA	United States of America (the)	2000	95.35215515	86.33095259	2.922	10.327
USA	United States of America (the)	2001	98.28576995	90.46956464	2.965	10.875
USA	United States of America (the)	2002	101.3639687	95.5686001	3.058	12.228
USA	United States of America (the)	2003	104.9512687	100.7676658	3.095	12.642
USA	United States of America (the)	2004	109.4722285	107.5987343	3.113	12.571
USA	United States of America (the)	2005	117.2047114	115.535041	3.168	12.141
USA	United States of America (the)	2006	117.4664781	118.9423172	3.174	11.853
USA	United States of America (the)	2007	113.0893049	115.901043	3.199	11.969
USA	United States of America (the)	2008	100.3125536	103.359012	3.191	12.444
USA	United States of America (the)	2009	95.33545087	97.44363074	3.311	14.451
USA	United States of America (the)	2010	89.5879219	92.89223802	3.146	13.46
USA	United States of America (the)	2011	82.39180367	86.72085431	3.012	12.674
USA	United States of America (the)	2012	80.9681091	87.45141489	2.958	12.367
USA	United States of America (the)	2013	87.14890689	92.25289115	2.988	11.725
USA	United States of America (the)	2014	87.44542086	95.30767151	2.965	11.457
USA	United States of America (the)	2015	89.04808077	100.0	2.965	11.306
USA	United States of America (the)	2016	92.11378419	104.5539198	3.005	11.613
USA	United States of America (the)	2017	94.16357119	109.0108994	4.311	16.078
USA	United States of America (the)	2018	95.39044366	113.3231353	2.971	11.919
USA	United States of America (the)	2019	95.94160119	117.3112661	3.039	12.061
USA	United States of America (the)	2020	96.30162732	125.1792009	3.203	12.438
